fichier,n,m,alpha,k,type_cible,page_cible,rank_initial,pagerank_initial,type_attaque,pagerank_apres,augmentation,ratio,iterations
Stanford_BerkeleyV2.txt,683446,7583376,0.850000,1,forte,41051,1,0.001755966794500,isoles,0.001756185658932,0.000000218864432,1.000125,118
Stanford_BerkeleyV2.txt,683446,7583376,0.850000,1,forte,41051,1,0.001755966794500,complet,0.001756185658932,0.000000218864432,1.000125,118
Stanford_BerkeleyV2.txt,683446,7583376,0.850000,1,forte,41051,1,0.001755966794500,anneau,0.001957890945839,0.000201924151338,1.114993,118
Stanford_BerkeleyV2.txt,683446,7583376,0.850000,1,moyenne,577814,341724,0.000000830497692,isoles,0.000001096253954,0.000000265756261,1.319996,118
Stanford_BerkeleyV2.txt,683446,7583376,0.850000,1,moyenne,577814,341724,0.000000830497692,complet,0.000001096253954,0.000000265756261,1.319996,118
Stanford_BerkeleyV2.txt,683446,7583376,0.850000,1,moyenne,577814,341724,0.000000830497692,anneau,0.000001315260438,0.000000484762745,1.583701,118
Stanford_BerkeleyV2.txt,683446,7583376,0.850000,1,faible,683334,683446,0.000000259804088,isoles,0.000000480637033,0.000000220832945,1.849998,118
Stanford_BerkeleyV2.txt,683446,7583376,0.850000,1,faible,683334,683446,0.000000259804088,complet,0.000000480637033,0.000000220832945,1.849998,118
Stanford_BerkeleyV2.txt,683446,7583376,0.850000,1,faible,683334,683446,0.000000259804088,anneau,0.000000752464798,0.000000492660710,2.896278,118
