fichier,n,m,alpha,k,type_cible,page_cible,rank_initial,pagerank_initial,type_attaque,pagerank_apres,augmentation,ratio,iterations
Harvard500.txt,500,2636,0.850000,7,forte,7,1,0.103639770584333,isoles,0.105429463469252,0.001789692884919,1.017268,94
Harvard500.txt,500,2636,0.850000,7,forte,7,1,0.103639770584333,complet,0.103903908171914,0.000264137587581,1.002549,94
Harvard500.txt,500,2636,0.850000,7,forte,7,1,0.103639770584333,anneau,0.101493301923150,-0.002146468661183,0.979289,94
Harvard500.txt,500,2636,0.850000,7,moyenne,14,251,0.000646080989108,isoles,0.002401426288685,0.001755345299577,3.716912,94
Harvard500.txt,500,2636,0.850000,7,moyenne,14,251,0.000646080989108,complet,0.001565721554513,0.000919640565405,2.423414,94
Harvard500.txt,500,2636,0.850000,7,moyenne,14,251,0.000646080989108,anneau,0.001955310958854,0.001309229969746,3.026418,94
Harvard500.txt,500,2636,0.850000,7,faible,494,500,0.000300000000000,isoles,0.002056213017751,0.001756213017751,6.854043,94
Harvard500.txt,500,2636,0.850000,7,faible,494,500,0.000300000000000,complet,0.001222360635316,0.000922360635316,4.074535,94
Harvard500.txt,500,2636,0.850000,7,faible,494,500,0.000300000000000,anneau,0.001661270113731,0.001361270113731,5.537567,94
Harvard500.txt,500,2636,0.850000,8,forte,7,1,0.103639770584333,isoles,0.105681107575680,0.002041336991347,1.019696,94
Harvard500.txt,500,2636,0.850000,8,forte,7,1,0.103639770584333,complet,0.103799579609592,0.000159809025260,1.001542,94
Harvard500.txt,500,2636,0.850000,8,forte,7,1,0.103639770584333,anneau,0.100825325384294,-0.002814445200039,0.972844,94
Harvard500.txt,500,2636,0.850000,8,moyenne,14,251,0.000646080989108,isoles,0.002648240869615,0.002002159880508,4.098930,94
Harvard500.txt,500,2636,0.850000,8,moyenne,14,251,0.000646080989108,complet,0.001617533014257,0.000971452025149,2.503607,94
Harvard500.txt,500,2636,0.850000,8,moyenne,14,251,0.000646080989108,anneau,0.002009934820150,0.001363853831042,3.110964,94
Harvard500.txt,500,2636,0.850000,8,faible,494,500,0.000300000000000,isoles,0.002303149606299,0.002003149606299,7.677165,94
Harvard500.txt,500,2636,0.850000,8,faible,494,500,0.000300000000000,complet,0.001274726329941,0.000974726329941,4.249088,94
Harvard500.txt,500,2636,0.850000,8,faible,494,500,0.000300000000000,anneau,0.001710675821385,0.001410675821385,5.702253,94
Harvard500.txt,500,2636,0.850000,9,forte,7,1,0.103639770584333,isoles,0.105931762903694,0.002291992319361,1.022115,94
Harvard500.txt,500,2636,0.850000,9,forte,7,1,0.103639770584333,complet,0.103682023279940,0.000042252695607,1.000408,94
Harvard500.txt,500,2636,0.850000,9,forte,7,1,0.103639770584333,anneau,0.100234470018827,-0.003405300565505,0.967143,94
Harvard500.txt,500,2636,0.850000,9,moyenne,14,251,0.000646080989108,isoles,0.002894085648656,0.002248004659548,4.479447,94
Harvard500.txt,500,2636,0.850000,9,moyenne,14,251,0.000646080989108,complet,0.001661670109514,0.001015589120407,2.571922,94
Harvard500.txt,500,2636,0.850000,9,moyenne,14,251,0.000646080989108,anneau,0.002054250118316,0.001408169129208,3.179555,94
Harvard500.txt,500,2636,0.850000,9,faible,494,500,0.000300000000000,isoles,0.002549115913556,0.002249115913556,8.497053,94
Harvard500.txt,500,2636,0.850000,9,faible,494,500,0.000300000000000,complet,0.001319432041439,0.001019432041439,4.398107,94
Harvard500.txt,500,2636,0.850000,9,faible,494,500,0.000300000000000,anneau,0.001750127553185,0.001450127553185,5.833759,94
Harvard500.txt,500,2636,0.850000,10,forte,7,1,0.103639770584333,isoles,0.106181435269638,0.002541664685305,1.024524,94
Harvard500.txt,500,2636,0.850000,10,forte,7,1,0.103639770584333,complet,0.103553923347811,-0.000085847236522,0.999172,94
Harvard500.txt,500,2636,0.850000,10,forte,7,1,0.103639770584333,anneau,0.099707860393050,-0.003931910191283,0.962062,94
Harvard500.txt,500,2636,0.850000,10,moyenne,14,251,0.000646080989108,isoles,0.003138966330524,0.002492885341416,4.858472,94
Harvard500.txt,500,2636,0.850000,10,moyenne,14,251,0.000646080989108,complet,0.001699605754048,0.001053524764940,2.630639,94
Harvard500.txt,500,2636,0.850000,10,moyenne,14,251,0.000646080989108,anneau,0.002090235726116,0.001444154737008,3.235253,94
Harvard500.txt,500,2636,0.850000,10,faible,494,500,0.000300000000000,isoles,0.002794117647059,0.002494117647059,9.313725,94
Harvard500.txt,500,2636,0.850000,10,faible,494,500,0.000300000000000,complet,0.001357947434302,0.001057947434302,4.526491,94
Harvard500.txt,500,2636,0.850000,10,faible,494,500,0.000300000000000,anneau,0.001781741508619,0.001481741508619,5.939138,94
Harvard500.txt,500,2636,0.850000,11,forte,7,1,0.103639770584333,isoles,0.106430130444325,0.002790359859992,1.026924,94
Harvard500.txt,500,2636,0.850000,11,forte,7,1,0.103639770584333,complet,0.103417318666035,-0.000222451918297,0.997854,94
Harvard500.txt,500,2636,0.850000,11,forte,7,1,0.103639770584333,anneau,0.099234952361905,-0.004404818222428,0.957499,94
Harvard500.txt,500,2636,0.850000,11,moyenne,14,251,0.000646080989108,isoles,0.003382888575281,0.002736807586173,5.236013,94
Harvard500.txt,500,2636,0.850000,11,moyenne,14,251,0.000646080989108,complet,0.001732459337634,0.001086378348526,2.681489,94
Harvard500.txt,500,2636,0.850000,11,moyenne,14,251,0.000646080989108,anneau,0.002119440258931,0.001473359269823,3.280456,94
Harvard500.txt,500,2636,0.850000,11,faible,494,500,0.000300000000000,isoles,0.003038160469667,0.002738160469667,10.127202,94
Harvard500.txt,500,2636,0.850000,11,faible,494,500,0.000300000000000,complet,0.001391389432507,0.001091389432507,4.637965,94
Harvard500.txt,500,2636,0.850000,11,faible,494,500,0.000300000000000,anneau,0.001807110873710,0.001507110873710,6.023703,94
Harvard500.txt,500,2636,0.850000,12,forte,7,1,0.103639770584333,isoles,0.106677854153486,0.003038083569154,1.029314,94
Harvard500.txt,500,2636,0.850000,12,forte,7,1,0.103639770584333,complet,0.103273785421142,-0.000365985163191,0.996469,94
Harvard500.txt,500,2636,0.850000,12,forte,7,1,0.103639770584333,anneau,0.098807065927243,-0.004832704657090,0.953370,94
Harvard500.txt,500,2636,0.850000,12,moyenne,14,251,0.000646080989108,isoles,0.003625857998770,0.002979777009662,5.612080,94
Harvard500.txt,500,2636,0.850000,12,moyenne,14,251,0.000646080989108,complet,0.001761096780251,0.001115015791143,2.725814,94
Harvard500.txt,500,2636,0.850000,12,moyenne,14,251,0.000646080989108,anneau,0.002143089931560,0.001497008942452,3.317061,94
Harvard500.txt,500,2636,0.850000,12,faible,494,500,0.000300000000000,isoles,0.003281250000000,0.002981250000000,10.937500,94
Harvard500.txt,500,2636,0.850000,12,faible,494,500,0.000300000000000,complet,0.001420622051931,0.001120622051931,4.735407,94
Harvard500.txt,500,2636,0.850000,12,faible,494,500,0.000300000000000,anneau,0.001827456205474,0.001527456205474,6.091521,94
Harvard500.txt,500,2636,0.850000,13,forte,7,1,0.103639770584333,isoles,0.106924612078206,0.003284841493874,1.031695,94
Harvard500.txt,500,2636,0.850000,13,forte,7,1,0.103639770584333,complet,0.103124561071420,-0.000515209512913,0.995029,94
Harvard500.txt,500,2636,0.850000,13,forte,7,1,0.103639770584333,anneau,0.098417023791799,-0.005222746792534,0.949607,94
Harvard500.txt,500,2636,0.850000,13,moyenne,14,251,0.000646080989108,isoles,0.003867880173044,0.003221799183936,5.986680,94
Harvard500.txt,500,2636,0.850000,13,moyenne,14,251,0.000646080989108,complet,0.001786198425984,0.001140117436877,2.764666,94
Harvard500.txt,500,2636,0.850000,13,moyenne,14,251,0.000646080989108,anneau,0.002162165471016,0.001516084481908,3.346586,94
Harvard500.txt,500,2636,0.850000,13,faible,494,500,0.000300000000000,isoles,0.003523391812865,0.003223391812865,11.744639,94
Harvard500.txt,500,2636,0.850000,13,faible,494,500,0.000300000000000,complet,0.001446324143773,0.001146324143773,4.821080,94
Harvard500.txt,500,2636,0.850000,13,faible,494,500,0.000300000000000,anneau,0.001843726586826,0.001543726586826,6.145755,94
Harvard500.txt,500,2636,0.850000,14,forte,7,1,0.103639770584333,isoles,0.107170409855359,0.003530639271027,1.034066,94
Harvard500.txt,500,2636,0.850000,14,forte,7,1,0.103639770584333,complet,0.102970630473259,-0.000669140111073,0.993544,94
Harvard500.txt,500,2636,0.850000,14,forte,7,1,0.103639770584333,anneau,0.098058868562282,-0.005580902022051,0.946151,94
Harvard500.txt,500,2636,0.850000,14,moyenne,14,251,0.000646080989108,isoles,0.004108960626795,0.003462879637687,6.359823,94
Harvard500.txt,500,2636,0.850000,14,moyenne,14,251,0.000646080989108,complet,0.001808306223540,0.001162225234432,2.798885,94
Harvard500.txt,500,2636,0.850000,14,moyenne,14,251,0.000646080989108,anneau,0.002177458025358,0.001531377036250,3.370256,94
Harvard500.txt,500,2636,0.850000,14,faible,494,500,0.000300000000000,isoles,0.003764591439689,0.003464591439689,12.548638,94
Harvard500.txt,500,2636,0.850000,14,faible,494,500,0.000300000000000,complet,0.001469036470488,0.001169036470488,4.896788,94
Harvard500.txt,500,2636,0.850000,14,faible,494,500,0.000300000000000,anneau,0.001856669402711,0.001556669402711,6.188898,94
Harvard500.txt,500,2636,0.850000,15,forte,7,1,0.103639770584333,isoles,0.107415253078038,0.003775482493705,1.036429,94
Harvard500.txt,500,2636,0.850000,15,forte,7,1,0.103639770584333,complet,0.102812787002971,-0.000826983581361,0.992021,94
Harvard500.txt,500,2636,0.850000,15,forte,7,1,0.103639770584333,anneau,0.097727639265872,-0.005912131318460,0.942955,94
Harvard500.txt,500,2636,0.850000,15,moyenne,14,251,0.000646080989108,isoles,0.004349104845775,0.003703023856667,6.731517,94
Harvard500.txt,500,2636,0.850000,15,moyenne,14,251,0.000646080989108,complet,0.001827857209183,0.001181776220075,2.829146,94
Harvard500.txt,500,2636,0.850000,15,moyenne,14,251,0.000646080989108,anneau,0.002189610518569,0.001543529529461,3.389065,94
Harvard500.txt,500,2636,0.850000,15,faible,494,500,0.000300000000000,isoles,0.004004854368932,0.003704854368932,13.349515,94
Harvard500.txt,500,2636,0.850000,15,faible,494,500,0.000300000000000,complet,0.001489195114514,0.001189195114514,4.963984,94
Harvard500.txt,500,2636,0.850000,15,faible,494,500,0.000300000000000,anneau,0.001866879631684,0.001566879631684,6.222932,94
Harvard500.txt,500,2636,0.850000,16,forte,7,1,0.103639770584333,isoles,0.107659147295978,0.004019376711645,1.038782,94
