fichier,n,m,alpha,k,type_cible,page_cible,rank_initial,pagerank_initial,type_attaque,pagerank_apres,augmentation,ratio,iterations,temps_sec
data/Harvard500.txt,500,2636,0.500000,41,moyenne,162,251,0.001250000000000,complet,0.002057477335467,0.000807477335467,1.645982,25,0.0010
data/Harvard500.txt,500,2636,0.500000,41,moyenne,162,251,0.001250000000000,anneau,0.002079482439926,0.000829482439926,1.663586,25,0.0000
data/Harvard500.txt,500,2636,0.500000,41,faible,494,500,0.001000000000000,isoles,0.019870609981516,0.018870609981516,19.870610,24,0.0010
data/Harvard500.txt,500,2636,0.500000,41,faible,494,500,0.001000000000000,complet,0.001826423731031,0.000826423731031,1.826424,25,0.0000
data/Harvard500.txt,500,2636,0.500000,41,faible,494,500,0.001000000000000,anneau,0.001848428835490,0.000848428835490,1.848429,25,0.0000
data/Harvard500.txt,500,2636,0.500000,43,forte,7,1,0.056366027506781,isoles,0.074244161156877,0.017878133650096,1.317179,24,0.0010
data/Harvard500.txt,500,2636,0.500000,43,forte,7,1,0.056366027506781,complet,0.052917953144746,-0.003448074362035,0.938827,25,0.0010
data/Harvard500.txt,500,2636,0.500000,43,forte,7,1,0.056366027506781,anneau,0.052380584003273,-0.003985443503508,0.929294,26,0.0000
data/Harvard500.txt,500,2636,0.500000,43,moyenne,162,251,0.001250000000000,isoles,0.020948434622468,0.019698434622468,16.758748,24,0.0010
data/Harvard500.txt,500,2636,0.500000,43,moyenne,162,251,0.001250000000000,complet,0.002050895698014,0.000800895698014,1.640717,25,0.0000
data/Harvard500.txt,500,2636,0.500000,43,moyenne,162,251,0.001250000000000,anneau,0.002071823204420,0.000821823204420,1.657459,25,0.0000
data/Harvard500.txt,500,2636,0.500000,43,faible,494,500,0.001000000000000,isoles,0.020718232044199,0.019718232044199,20.718232,24,0.0000
data/Harvard500.txt,500,2636,0.500000,43,faible,494,500,0.001000000000000,complet,0.001820693119745,0.000820693119745,1.820693,25,0.0000
data/Harvard500.txt,500,2636,0.500000,43,faible,494,500,0.001000000000000,anneau,0.001841620626151,0.000841620626151,1.841621,25,0.0010
data/Harvard500.txt,500,2636,0.500000,45,forte,7,1,0.056366027506781,isoles,0.075007042900141,0.018641015393360,1.330714,24,0.0000
data/Harvard500.txt,500,2636,0.500000,45,forte,7,1,0.056366027506781,complet,0.052724781881818,-0.003641245624963,0.935400,25,0.0010
data/Harvard500.txt,500,2636,0.500000,45,forte,7,1,0.056366027506781,anneau,0.052188361676655,-0.004177665830126,0.925883,26,0.0010
data/Harvard500.txt,500,2636,0.500000,45,moyenne,162,251,0.001250000000000,isoles,0.021788990825688,0.020538990825688,17.431193,24,0.0000
data/Harvard500.txt,500,2636,0.500000,45,moyenne,162,251,0.001250000000000,complet,0.002044276027817,0.000794276027817,1.635421,25,0.0010
data/Harvard500.txt,500,2636,0.500000,45,moyenne,162,251,0.001250000000000,anneau,0.002064220183486,0.000814220183486,1.651376,25,0.0000
data/Harvard500.txt,500,2636,0.500000,45,faible,494,500,0.001000000000000,isoles,0.021559633027523,0.020559633027523,21.559633,24,0.0010
data/Harvard500.txt,500,2636,0.500000,45,faible,494,500,0.001000000000000,complet,0.001814918229652,0.000814918229652,1.814918,25,0.0000
data/Harvard500.txt,500,2636,0.500000,45,faible,494,500,0.001000000000000,anneau,0.001834862385321,0.000834862385321,1.834862,25,0.0000
data/Harvard500.txt,500,2636,0.500000,47,forte,7,1,0.056366027506781,isoles,0.075764345983490,0.019398318476709,1.344149,24,0.0010
data/Harvard500.txt,500,2636,0.500000,47,forte,7,1,0.056366027506781,complet,0.052532938262492,-0.003833089244289,0.931996,25,0.0000
data/Harvard500.txt,500,2636,0.500000,47,forte,7,1,0.056366027506781,anneau,0.051997544997764,-0.004368482509017,0.922498,26,0.0000
data/Harvard500.txt,500,2636,0.500000,47,moyenne,162,251,0.001250000000000,isoles,0.022623400365631,0.021373400365631,18.098720,25,0.0000
data/Harvard500.txt,500,2636,0.500000,47,moyenne,162,251,0.001250000000000,complet,0.002037629494888,0.000787629494888,1.630104,25,0.0000
data/Harvard500.txt,500,2636,0.500000,47,moyenne,162,251,0.001250000000000,anneau,0.002056672760512,0.000806672760512,1.645338,25,0.0010
data/Harvard500.txt,500,2636,0.500000,47,faible,494,500,0.001000000000000,isoles,0.022394881170018,0.021394881170018,22.394881,24,0.0000
data/Harvard500.txt,500,2636,0.500000,47,faible,494,500,0.001000000000000,complet,0.001809110299276,0.000809110299276,1.809110,25,0.0010
data/Harvard500.txt,500,2636,0.500000,47,faible,494,500,0.001000000000000,anneau,0.001828153564899,0.000828153564899,1.828154,25,0.0000
data/Harvard500.txt,500,2636,0.500000,49,forte,7,1,0.056366027506781,isoles,0.076516131375886,0.020150103869105,1.357487,24,0.0010
data/Harvard500.txt,500,2636,0.500000,49,forte,7,1,0.056366027506781,complet,0.052342417933068,-0.004023609573713,0.928616,25,0.0000
data/Harvard500.txt,500,2636,0.500000,49,forte,7,1,0.056366027506781,anneau,0.051808118604330,-0.004557908902451,0.919137,26,0.0000
data/Harvard500.txt,500,2636,0.500000,49,moyenne,162,251,0.001250000000000,isoles,0.023451730418944,0.022201730418944,18.761384,25,0.0010
data/Harvard500.txt,500,2636,0.500000,49,moyenne,162,251,0.001250000000000,complet,0.002030965392283,0.000780965392283,1.624772,25,0.0000
data/Harvard500.txt,500,2636,0.500000,49,moyenne,162,251,0.001250000000000,anneau,0.002049180327869,0.000799180327869,1.639344,25,0.0000
data/Harvard500.txt,500,2636,0.500000,49,faible,494,500,0.001000000000000,isoles,0.023224043715847,0.022224043715847,23.224044,24,0.0010
data/Harvard500.txt,500,2636,0.500000,49,faible,494,500,0.001000000000000,complet,0.001803278689186,0.000803278689186,1.803279,25,0.0000
data/Harvard500.txt,500,2636,0.500000,49,faible,494,500,0.001000000000000,anneau,0.001821493624772,0.000821493624772,1.821494,25,0.0000
data/Harvard500.txt,500,2636,0.500000,50,forte,7,1,0.056366027506781,isoles,0.076889973748287,0.020523946241505,1.364119,24,0.0000
data/Harvard500.txt,500,2636,0.500000,50,forte,7,1,0.056366027506781,complet,0.052247652224031,-0.004118375282750,0.926935,25,0.0010
data/Harvard500.txt,500,2636,0.500000,50,forte,7,1,0.056366027506781,anneau,0.051713922025049,-0.004652105481732,0.917466,26,0.0000
data/Harvard500.txt,500,2636,0.500000,50,moyenne,162,251,0.001250000000000,isoles,0.023863636363636,0.022613636363636,19.090909,25,0.0000
data/Harvard500.txt,500,2636,0.500000,50,moyenne,162,251,0.001250000000000,complet,0.002027629234166,0.000777629234166,1.622103,25,0.0010
data/Harvard500.txt,500,2636,0.500000,50,moyenne,162,251,0.001250000000000,anneau,0.002045454545455,0.000795454545455,1.636364,25,0.0000
data/Harvard500.txt,500,2636,0.500000,50,faible,494,500,0.001000000000000,isoles,0.023636363636364,0.022636363636364,23.636364,24,0.0000
data/Harvard500.txt,500,2636,0.500000,50,faible,494,500,0.001000000000000,complet,0.001800356506893,0.000800356506893,1.800357,25,0.0000
data/Harvard500.txt,500,2636,0.500000,50,faible,494,500,0.001000000000000,anneau,0.001818181818182,0.000818181818182,1.818182,25,0.0000
data/Harvard500.txt,500,2636,0.700000,1,forte,7,1,0.086639016032501,isoles,0.087030521291042,0.000391505258541,1.004519,33,0.0000
data/Harvard500.txt,500,2636,0.700000,1,forte,7,1,0.086639016032501,complet,0.087030521291042,0.000391505258541,1.004519,33,0.0000
data/Harvard500.txt,500,2636,0.700000,1,forte,7,1,0.086639016032501,anneau,0.089363205748330,0.002724189715829,1.031443,37,0.0000
data/Harvard500.txt,500,2636,0.700000,1,moyenne,404,251,0.000952856036910,isoles,0.001370132123131,0.000417276086221,1.437921,33,0.0000
data/Harvard500.txt,500,2636,0.700000,1,moyenne,404,251,0.000952856036910,complet,0.001370132123131,0.000417276086221,1.437921,33,0.0010
data/Harvard500.txt,500,2636,0.700000,1,moyenne,404,251,0.000952856036910,anneau,0.001814720674694,0.000861864637784,1.904507,29,0.0010
data/Harvard500.txt,500,2636,0.700000,1,faible,494,500,0.000600000000000,isoles,0.001017964071856,0.000417964071856,1.696607,33,0.0000
data/Harvard500.txt,500,2636,0.700000,1,faible,494,500,0.000600000000000,complet,0.001017964071856,0.000417964071856,1.696607,33,0.0000
data/Harvard500.txt,500,2636,0.700000,1,faible,494,500,0.000600000000000,anneau,0.001348296783789,0.000748296783789,2.247161,32,0.0010
data/Harvard500.txt,500,2636,0.700000,3,forte,7,1,0.086639016032501,isoles,0.087808861749742,0.001169845717241,1.013503,35,0.0000
data/Harvard500.txt,500,2636,0.700000,3,forte,7,1,0.086639016032501,complet,0.087176394471705,0.000537378439204,1.006202,36,0.0010
data/Harvard500.txt,500,2636,0.700000,3,forte,7,1,0.086639016032501,anneau,0.087184412824056,0.000545396791555,1.006295,39,0.0010
data/Harvard500.txt,500,2636,0.700000,3,moyenne,404,251,0.000952856036910,isoles,0.002199706847248,0.001246850810338,2.308541,36,0.0010
data/Harvard500.txt,500,2636,0.700000,3,moyenne,404,251,0.000952856036910,complet,0.001730006654122,0.000777150617212,1.815601,36,0.0010
data/Harvard500.txt,500,2636,0.700000,3,moyenne,404,251,0.000952856036910,anneau,0.002115451346656,0.001162595309746,2.220116,36,0.0000
data/Harvard500.txt,500,2636,0.700000,3,faible,494,500,0.000600000000000,isoles,0.001848906560636,0.001248906560636,3.081511,36,0.0010
data/Harvard500.txt,500,2636,0.700000,3,faible,494,500,0.000600000000000,complet,0.001379224652089,0.000779224652089,2.298708,36,0.0010
data/Harvard500.txt,500,2636,0.700000,3,faible,494,500,0.000600000000000,anneau,0.001716842533914,0.001116842533914,2.861404,37,0.0000
data/Harvard500.txt,500,2636,0.700000,5,forte,7,1,0.086639016032501,isoles,0.088581037127756,0.001942021095255,1.022415,37,0.0000
data/Harvard500.txt,500,2636,0.700000,5,forte,7,1,0.086639016032501,complet,0.087053855426966,0.000414839394465,1.004788,37,0.0010
data/Harvard500.txt,500,2636,0.700000,5,forte,7,1,0.086639016032501,anneau,0.085985777082030,-0.000653238950470,0.992460,40,0.0000
data/Harvard500.txt,500,2636,0.700000,5,moyenne,404,251,0.000952856036910,isoles,0.003022710682463,0.002069854645553,3.172264,37,0.0010
data/Harvard500.txt,500,2636,0.700000,5,moyenne,404,251,0.000952856036910,complet,0.001888553120629,0.000935697083719,1.981992,38,0.0010
data/Harvard500.txt,500,2636,0.700000,5,moyenne,404,251,0.000952856036910,anneau,0.002227638472270,0.001274782435360,2.337854,39,0.0010
data/Harvard500.txt,500,2636,0.700000,5,faible,494,500,0.000600000000000,isoles,0.002673267326733,0.002073267326733,4.455446,37,0.0010
data/Harvard500.txt,500,2636,0.700000,5,faible,494,500,0.000600000000000,complet,0.001539153915604,0.000939153915604,2.565257,38,0.0000
data/Harvard500.txt,500,2636,0.700000,5,faible,494,500,0.000600000000000,anneau,0.001856433478981,0.001256433478981,3.094056,40,0.0000
data/Harvard500.txt,500,2636,0.700000,7,forte,7,1,0.086639016032501,isoles,0.089347120401096,0.002708104368595,1.031257,37,0.0000
data/Harvard500.txt,500,2636,0.700000,7,forte,7,1,0.086639016032501,complet,0.086837210819096,0.000198194786595,1.002288,39,0.0000
data/Harvard500.txt,500,2636,0.700000,7,forte,7,1,0.086639016032501,anneau,0.085238430523733,-0.001400585508768,0.983834,41,0.0010
data/Harvard500.txt,500,2636,0.700000,7,moyenne,404,251,0.000952856036910,isoles,0.003839221390773,0.002886365353863,4.029173,38,0.0000
data/Harvard500.txt,500,2636,0.700000,7,moyenne,404,251,0.000952856036910,complet,0.001975243505315,0.001022387468405,2.072972,39,0.0010
data/Harvard500.txt,500,2636,0.700000,7,moyenne,404,251,0.000952856036910,anneau,0.002272167290433,0.001319311253523,2.384586,41,0.0010
data/Harvard500.txt,500,2636,0.700000,7,faible,494,500,0.000600000000000,isoles,0.003491124260355,0.002891124260355,5.818540,38,0.0000
data/Harvard500.txt,500,2636,0.700000,7,faible,494,500,0.000600000000000,complet,0.001627218936193,0.001027218936193,2.712032,39,0.0020
data/Harvard500.txt,500,2636,0.700000,7,faible,494,500,0.000600000000000,anneau,0.001913847167492,0.001313847167492,3.189745,41,0.0010
data/Harvard500.txt,500,2636,0.700000,9,forte,7,1,0.086639016032501,isoles,0.090107183366929,0.003468167334428,1.040030,38,0.0000
data/Harvard500.txt,500,2636,0.700000,9,forte,7,1,0.086639016032501,complet,0.086577704600648,-0.000061311431852,0.999292,40,0.0010
data/Harvard500.txt,500,2636,0.700000,9,forte,7,1,0.086639016032501,anneau,0.084706245133897,-0.001932770898604,0.977692,42,0.0000
data/Harvard500.txt,500,2636,0.700000,9,moyenne,404,251,0.000952856036910,isoles,0.004649315511984,0.003696459475074,4.879347,38,0.0000
data/Harvard500.txt,500,2636,0.700000,9,moyenne,404,251,0.000952856036910,complet,0.002028157196563,0.001075301159654,2.128503,40,0.0010
data/Harvard500.txt,500,2636,0.700000,9,moyenne,404,251,0.000952856036910,anneau,0.002288081777445,0.001335225740535,2.401288,43,0.0010
data/Harvard500.txt,500,2636,0.700000,9,faible,494,500,0.000600000000000,isoles,0.004302554027505,0.003702554027505,7.170923,38,0.0010
data/Harvard500.txt,500,2636,0.700000,9,faible,494,500,0.000600000000000,complet,0.001681497749052,0.001081497749052,2.802496,40,0.0000
data/Harvard500.txt,500,2636,0.700000,9,faible,494,500,0.000600000000000,anneau,0.001936490962032,0.001336490962032,3.227485,43,0.0010
data/Harvard500.txt,500,2636,0.700000,11,forte,7,1,0.086639016032501,isoles,0.090861296725722,0.004222280693221,1.048734,38,0.0010
data/Harvard500.txt,500,2636,0.700000,11,forte,7,1,0.086639016032501,complet,0.086295815402001,-0.000343200630500,0.996039,41,0.0010
data/Harvard500.txt,500,2636,0.700000,11,forte,7,1,0.086639016032501,anneau,0.084278895288197,-0.002360120744304,0.972759,42,0.0010
data/Harvard500.txt,500,2636,0.700000,11,moyenne,404,251,0.000952856036910,isoles,0.005453068387628,0.004500212350719,5.722867,39,0.0010
data/Harvard500.txt,500,2636,0.700000,11,moyenne,404,251,0.000952856036910,complet,0.002062525444371,0.001109669407461,2.164572,41,0.0010
data/Harvard500.txt,500,2636,0.700000,11,moyenne,404,251,0.000952856036910,anneau,0.002290984191002,0.001338128154092,2.404334,43,0.0030
data/Harvard500.txt,500,2636,0.700000,11,faible,494,500,0.000600000000000,isoles,0.005107632093933,0.004507632093933,8.512720,39,0.0000
data/Harvard500.txt,500,2636,0.700000,11,faible,494,500,0.000600000000000,complet,0.001717221138402,0.001117221138402,2.862035,41,0.0010
data/Harvard500.txt,500,2636,0.700000,11,faible,494,500,0.000600000000000,anneau,0.001943309451322,0.001343309451322,3.238849,43,0.0010
data/Harvard500.txt,500,2636,0.700000,13,forte,7,1,0.086639016032501,isoles,0.091609530052030,0.004970514019530,1.057370,39,0.0010
data/Harvard500.txt,500,2636,0.700000,13,forte,7,1,0.086639016032501,complet,0.086001321204847,-0.000637694827654,0.992640,42,0.0020
data/Harvard500.txt,500,2636,0.700000,13,forte,7,1,0.086639016032501,anneau,0.083903664122857,-0.002735351909643,0.968428,43,0.0000
data/Harvard500.txt,500,2636,0.700000,13,moyenne,404,251,0.000952856036910,isoles,0.006250554184320,0.005297698147410,6.559810,39,0.0020
data/Harvard500.txt,500,2636,0.700000,13,moyenne,404,251,0.000952856036910,complet,0.002085632329496,0.001132776292586,2.188822,42,0.0010
data/Harvard500.txt,500,2636,0.700000,13,moyenne,404,251,0.000952856036910,anneau,0.002287777777217,0.001334921740307,2.400969,45,0.0010
data/Harvard500.txt,500,2636,0.700000,13,faible,494,500,0.000600000000000,isoles,0.005906432748538,0.005306432748538,9.844055,39,0.0000
data/Harvard500.txt,500,2636,0.700000,13,faible,494,500,0.000600000000000,complet,0.001741673026614,0.001141673026614,2.902788,42,0.0010
data/Harvard500.txt,500,2636,0.700000,13,faible,494,500,0.000600000000000,anneau,0.001942684884943,0.001342684884943,3.237808,45,0.0010
data/Harvard500.txt,500,2636,0.700000,15,forte,7,1,0.086639016032501,isoles,0.092351951862664,0.005712935830163,1.065940,39,0.0000
data/Harvard500.txt,500,2636,0.700000,15,forte,7,1,0.086639016032501,complet,0.085699473069800,-0.000939542962700,0.989156,42,0.0010
data/Harvard500.txt,500,2636,0.700000,15,forte,7,1,0.086639016032501,anneau,0.083555076923607,-0.003083939108894,0.964405,43,0.0010
data/Harvard500.txt,500,2636,0.700000,15,moyenne,404,251,0.000952856036910,isoles,0.007041845916572,0.006088989879662,7.390252,39,0.0000
data/Harvard500.txt,500,2636,0.700000,15,moyenne,404,251,0.000952856036910,complet,0.002101399677884,0.001148543640974,2.205370,42,0.0010
data/Harvard500.txt,500,2636,0.700000,15,moyenne,404,251,0.000952856036910,anneau,0.002281672992634,0.001328816955724,2.394562,45,0.0000
data/Harvard500.txt,500,2636,0.700000,15,faible,494,500,0.000600000000000,isoles,0.006699029126214,0.006099029126214,11.165049,39,0.0010
data/Harvard500.txt,500,2636,0.700000,15,faible,494,500,0.000600000000000,complet,0.001758775210196,0.001158775210196,2.931292,42,0.0000
data/Harvard500.txt,500,2636,0.700000,15,faible,494,500,0.000600000000000,anneau,0.001938515713403,0.001338515713403,3.230860,45,0.0010
data/Harvard500.txt,500,2636,0.700000,17,forte,7,1,0.086639016032501,isoles,0.093088629597393,0.006449613564892,1.074442,39,0.0010
data/Harvard500.txt,500,2636,0.700000,17,forte,7,1,0.086639016032501,complet,0.085393336882467,-0.001245679150033,0.985622,43,0.0000
data/Harvard500.txt,500,2636,0.700000,17,forte,7,1,0.086639016032501,anneau,0.083220749426573,-0.003418266605927,0.960546,44,0.0010
data/Harvard500.txt,500,2636,0.700000,17,moyenne,404,251,0.000952856036910,isoles,0.007827015469077,0.006874159432167,8.214269,40,0.0010
data/Harvard500.txt,500,2636,0.700000,17,moyenne,404,251,0.000952856036910,complet,0.002112126158206,0.001159270121296,2.216627,43,0.0000
data/Harvard500.txt,500,2636,0.700000,17,moyenne,404,251,0.000952856036910,anneau,0.002274199722913,0.001321343686003,2.386719,45,0.0010
data/Harvard500.txt,500,2636,0.700000,17,faible,494,500,0.000600000000000,isoles,0.007485493230174,0.006885493230174,12.475822,40,0.0010
data/Harvard500.txt,500,2636,0.700000,17,faible,494,500,0.000600000000000,complet,0.001770826389642,0.001170826389642,2.951377,43,0.0010
data/Harvard500.txt,500,2636,0.700000,17,faible,494,500,0.000600000000000,anneau,0.001932659826438,0.001332659826438,3.221100,45,0.0010
data/Harvard500.txt,500,2636,0.700000,19,forte,7,1,0.086639016032501,isoles,0.093819629655784,0.007180613623284,1.082880,40,0.0010
data/Harvard500.txt,500,2636,0.700000,19,forte,7,1,0.086639016032501,complet,0.085084817881132,-0.001554198151369,0.982061,43,0.0000
data/Harvard500.txt,500,2636,0.700000,19,forte,7,1,0.086639016032501,anneau,0.082894637795568,-0.003744378236933,0.956782,44,0.0020
data/Harvard500.txt,500,2636,0.700000,19,moyenne,404,251,0.000952856036910,isoles,0.008606133618480,0.007653277581570,9.031935,40,0.0000
data/Harvard500.txt,500,2636,0.700000,19,moyenne,404,251,0.000952856036910,complet,0.002119248152494,0.001166392115584,2.224101,43,0.0010
data/Harvard500.txt,500,2636,0.700000,19,moyenne,404,251,0.000952856036910,anneau,0.002266095685991,0.001313239649081,2.378214,46,0.0000
data/Harvard500.txt,500,2636,0.700000,19,faible,494,500,0.000600000000000,isoles,0.008265895953757,0.007665895953757,13.776493,40,0.0010
data/Harvard500.txt,500,2636,0.700000,19,faible,494,500,0.000600000000000,complet,0.001779263010531,0.001179263010531,2.965438,43,0.0010
data/Harvard500.txt,500,2636,0.700000,19,faible,494,500,0.000600000000000,anneau,0.001926013255296,0.001326013255296,3.210022,46,0.0010
data/Harvard500.txt,500,2636,0.700000,21,forte,7,1,0.086639016032501,isoles,0.094545017434948,0.007906001402448,1.091252,40,0.0000
data/Harvard500.txt,500,2636,0.700000,21,forte,7,1,0.086639016032501,complet,0.084775158258715,-0.001863857773786,0.978487,44,0.0010
data/Harvard500.txt,500,2636,0.700000,21,forte,7,1,0.086639016032501,anneau,0.082573781365085,-0.004065234667416,0.953078,46,0.0000
data/Harvard500.txt,500,2636,0.700000,21,moyenne,404,251,0.000952856036910,isoles,0.009379270054643,0.008426414017733,9.843323,40,0.0010
data/Harvard500.txt,500,2636,0.700000,21,moyenne,404,251,0.000952856036910,complet,0.002123709301406,0.001170853264496,2.228783,44,0.0000
data/Harvard500.txt,500,2636,0.700000,21,moyenne,404,251,0.000952856036910,anneau,0.002257718494134,0.001304862457224,2.369422,47,0.0010
data/Harvard500.txt,500,2636,0.700000,21,faible,494,500,0.000600000000000,isoles,0.009040307101727,0.008440307101727,15.067179,40,0.0000
data/Harvard500.txt,500,2636,0.700000,21,faible,494,500,0.000600000000000,complet,0.001785028794387,0.001185028794387,2.975048,44,0.0010
data/Harvard500.txt,500,2636,0.700000,21,faible,494,500,0.000600000000000,anneau,0.001919010500443,0.001319010500443,3.198351,47,0.0020
data/Harvard500.txt,500,2636,0.700000,23,forte,7,1,0.086639016032501,isoles,0.095264857315228,0.008625841282727,1.099561,40,0.0000
data/Harvard500.txt,500,2636,0.700000,23,forte,7,1,0.086639016032501,complet,0.084465199070686,-0.002173816961815,0.974909,44,0.0010
data/Harvard500.txt,500,2636,0.700000,23,forte,7,1,0.086639016032501,anneau,0.082256721680196,-0.004382294352305,0.949419,46,0.0000
data/Harvard500.txt,500,2636,0.700000,23,moyenne,404,251,0.000952856036910,isoles,0.010146493401429,0.009193637364519,10.648506,40,0.0010
data/Harvard500.txt,500,2636,0.700000,23,moyenne,404,251,0.000952856036910,complet,0.002126155023259,0.001173298986349,2.231350,44,0.0000
data/Harvard500.txt,500,2636,0.700000,23,moyenne,404,251,0.000952856036910,anneau,0.002249241832827,0.001296385795917,2.360526,47,0.0010
data/Harvard500.txt,500,2636,0.700000,23,faible,494,500,0.000600000000000,isoles,0.009808795411090,0.009208795411090,16.347992,40,0.0010
data/Harvard500.txt,500,2636,0.700000,23,faible,494,500,0.000600000000000,complet,0.001788769250232,0.001188769250232,2.981282,44,0.0000
data/Harvard500.txt,500,2636,0.700000,23,faible,494,500,0.000600000000000,anneau,0.001911862733048,0.001311862733048,3.186438,47,0.0010
data/Harvard500.txt,500,2636,0.700000,25,forte,7,1,0.086639016032501,isoles,0.095979212701181,0.009340196668681,1.107806,40,0.0010
data/Harvard500.txt,500,2636,0.700000,25,forte,7,1,0.086639016032501,complet,0.084155527146102,-0.002483488886398,0.971335,45,0.0000
data/Harvard500.txt,500,2636,0.700000,25,forte,7,1,0.086639016032501,anneau,0.081942733104512,-0.004696282927989,0.945795,46,0.0010
data/Harvard500.txt,500,2636,0.700000,25,moyenne,404,251,0.000952856036910,isoles,0.010907871237001,0.009955015200092,11.447554,41,0.0000
data/Harvard500.txt,500,2636,0.700000,25,moyenne,404,251,0.000952856036910,complet,0.002127041613151,0.001174185576241,2.232280,45,0.0010
data/Harvard500.txt,500,2636,0.700000,25,moyenne,404,251,0.000952856036910,anneau,0.002240749930052,0.001287893893142,2.351614,47,0.0000
data/Harvard500.txt,500,2636,0.700000,25,faible,494,500,0.000600000000000,isoles,0.010571428571429,0.009971428571429,17.619048,41,0.0010
data/Harvard500.txt,500,2636,0.700000,25,faible,494,500,0.000600000000000,complet,0.001790940769438,0.001190940769438,2.984901,45,0.0000
data/Harvard500.txt,500,2636,0.700000,25,faible,494,500,0.000600000000000,anneau,0.001904672500187,0.001304672500187,3.174454,47,0.0010
data/Harvard500.txt,500,2636,0.700000,27,forte,7,1,0.086639016032501,isoles,0.096688146034870,0.010049130002369,1.115989,40,0.0010
data/Harvard500.txt,500,2636,0.700000,27,forte,7,1,0.086639016032501,complet,0.083846561898472,-0.002792454134029,0.967769,45,0.0010
data/Harvard500.txt,500,2636,0.700000,27,forte,7,1,0.086639016032501,anneau,0.081631447636159,-0.005007568396342,0.942202,47,0.0010
data/Harvard500.txt,500,2636,0.700000,27,moyenne,404,251,0.000952856036910,isoles,0.011663470113670,0.010710614076760,12.240538,41,0.0010
data/Harvard500.txt,500,2636,0.700000,27,moyenne,404,251,0.000952856036910,complet,0.002126700730541,0.001173844693631,2.231922,45,0.0010
data/Harvard500.txt,500,2636,0.700000,27,moyenne,404,251,0.000952856036910,anneau,0.002232283545132,0.001279427508222,2.342729,47,0.0010
data/Harvard500.txt,500,2636,0.700000,27,faible,494,500,0.000600000000000,isoles,0.011328273244782,0.010728273244782,18.880455,41,0.0010
data/Harvard500.txt,500,2636,0.700000,27,faible,494,500,0.000600000000000,complet,0.001791875110884,0.001191875110884,2.986459,45,0.0000
data/Harvard500.txt,500,2636,0.700000,27,faible,494,500,0.000600000000000,anneau,0.001897489564845,0.001297489564845,3.162483,47,0.0000
data/Harvard500.txt,500,2636,0.700000,29,forte,7,1,0.086639016032501,isoles,0.097391718808246,0.010752702775745,1.124109,41,0.0010
data/Harvard500.txt,500,2636,0.700000,29,forte,7,1,0.086639016032501,complet,0.083538608887907,-0.003100407144594,0.964215,45,0.0010
data/Harvard500.txt,500,2636,0.700000,29,forte,7,1,0.086639016032501,anneau,0.081322672091150,-0.005316343941351,0.938638,47,0.0000
data/Harvard500.txt,500,2636,0.700000,29,moyenne,404,251,0.000952856036910,isoles,0.012413355577282,0.011460499540372,13.027525,41,0.0010
data/Harvard500.txt,500,2636,0.700000,29,moyenne,404,251,0.000952856036910,complet,0.002125379172112,0.001172523135203,2.230535,45,0.0000
data/Harvard500.txt,500,2636,0.700000,29,moyenne,404,251,0.000952856036910,anneau,0.002223862171339,0.001271006134429,2.333891,47,0.0010
data/Harvard500.txt,500,2636,0.700000,29,faible,494,500,0.000600000000000,isoles,0.012079395085066,0.011479395085066,20.132325,41,0.0000
data/Harvard500.txt,500,2636,0.700000,29,faible,494,500,0.000600000000000,complet,0.001791819172263,0.001191819172263,2.986365,45,0.0010
data/Harvard500.txt,500,2636,0.700000,29,faible,494,500,0.000600000000000,anneau,0.001890337864518,0.001290337864518,3.150563,47,0.0000
data/Harvard500.txt,500,2636,0.700000,31,forte,7,1,0.086639016032501,isoles,0.098089991603779,0.011450975571278,1.132169,41,0.0010
data/Harvard500.txt,500,2636,0.700000,31,forte,7,1,0.086639016032501,complet,0.083231894096230,-0.003407121936271,0.960675,45,0.0000
data/Harvard500.txt,500,2636,0.700000,31,forte,7,1,0.086639016032501,anneau,0.081016298766706,-0.005622717265795,0.935102,47,0.0010
data/Harvard500.txt,500,2636,0.700000,31,moyenne,404,251,0.000952856036910,isoles,0.013157592186178,0.012204736149268,13.808584,41,0.0000
data/Harvard500.txt,500,2636,0.700000,31,moyenne,404,251,0.000952856036910,complet,0.002123264337944,0.001170408301034,2.228316,45,0.0010
data/Harvard500.txt,500,2636,0.700000,31,moyenne,404,251,0.000952856036910,anneau,0.002215494957084,0.001262638920174,2.325110,47,0.0010
data/Harvard500.txt,500,2636,0.700000,31,faible,494,500,0.000600000000000,isoles,0.012824858757062,0.012224858757062,21.374765,41,0.0000
data/Harvard500.txt,500,2636,0.700000,31,faible,494,500,0.000600000000000,complet,0.001790960455310,0.001190960455310,2.984934,45,0.0010
data/Harvard500.txt,500,2636,0.700000,31,faible,494,500,0.000600000000000,anneau,0.001883228771867,0.001283228771867,3.138715,47,0.0010
data/Harvard500.txt,500,2636,0.700000,33,forte,7,1,0.086639016032501,isoles,0.098783024078144,0.012144008045643,1.140168,41,0.0000
data/Harvard500.txt,500,2636,0.700000,33,forte,7,1,0.086639016032501,complet,0.082926586561223,-0.003712429471278,0.957151,46,0.0010
data/Harvard500.txt,500,2636,0.700000,33,forte,7,1,0.086639016032501,anneau,0.080712261891684,-0.005926754140816,0.931593,48,0.0010
